26063 2017 1 1 0 -0.6 0 1.2 0 4.5 0 0.0 2 0
26063 2017 1 2 0 -4.6 0 -2.1 0 0.4 0 1.5 0 0
26063 2017 1 3 0 -11.4 0 -7.8 0 -4.4 0 0.5 0 0
26063 2017 1 4 0 -15.8 0 -14.5 0 -11.3 0 0.5 0 0
26063 2017 1 5 0 -20.3 0 -18.1 0 -15.2 0 1.6 0 0
26063 2017 1 6 0 -20.1 0 -18.6 0 -16.7 0 0.4 0 0
26063 2017 1 7 0 -21.0 0 -18.4 0 -15.7 0 0.4 0 0
26063 2017 1 8 0 -15.7 0 -9.4 0 -4.8 0 0.3 0 0
26063 2017 1 9 0 -4.8 0 -1.1 0 0.9 0 2.4 0 0
26063 2017 1 10 0 -0.3 0 0.8 0 2.0 0 0.9 0 0
26063 2017 1 11 0 -6.6 0 -4.3 0 1.5 0 0.0 2 0
26063 2017 1 12 0 -5.6 0 -3.7 0 -2.3 0 0.0 3 0
26063 2017 1 13 0 -5.6 0 -2.2 0 1.5 0 1.4 0 0
26063 2017 1 14 0 -1.3 0 0.0 0 1.3 0 2.4 0 0
26063 2017 1 15 0 -2.4 0 -0.9 0 0.5 0 6.0 0 0
26063 2017 1 16 0 -4.4 0 -2.8 0 -1.6 0 0.0 2 0
26063 2017 1 17 0 -4.8 0 -4.0 0 -3.0 0 0.0 3 0
26063 2017 1 18 0 -4.3 0 -1.9 0 0.3 0 0.4 0 0
26063 2017 1 19 0 0.0 0 0.9 0 2.1 0 1.5 0 0
26063 2017 1 20 0 -2.3 0 -0.5 0 2.4 0 0.0 2 0
26063 2017 1 21 0 -5.7 0 -3.5 0 -0.3 0 0.0 2 0
26063 2017 1 22 0 -6.0 0 -1.4 0 1.4 0 3.3 0 0
26063 2017 1 23 0 -0.1 0 0.6 0 0.8 0 2.3 0 0
26063 2017 1 24 0 -6.1 0 -2.4 0 0.9 0 1.9 0 0
26063 2017 1 25 0 -6.7 0 -5.8 0 -4.9 0 0.0 3 0
26063 2017 1 26 0 -7.0 0 -2.8 0 1.3 0 0.8 0 0
26063 2017 1 27 0 0.2 0 0.9 0 1.4 0 0.4 0 0
26063 2017 1 28 0 -1.1 0 -0.5 0 0.3 0 0.5 0 0
26063 2017 1 29 0 -1.5 0 -0.3 0 1.0 0 0.0 3 0
26063 2017 1 30 0 -0.4 0 0.2 0 0.9 0 1.2 0 0
26063 2017 1 31 0 -0.4 0 0.5 0 1.1 0 1.1 0 0
