1 -0.6
2 -4.6
3 -11.4
4 -15.8
5 -20.3
6 -20.1
7 -21.0
8 -15.7
9 -4.8
10 -0.3
11 -6.6
12 -5.6
13 -5.6
14 -1.3
15 -2.4
16 -4.4
17 -4.8
18 -4.3
19 0.0
20 -2.3
21 -5.7
22 -6.0
23 -0.1
24 -6.1
25 -6.7
26 -7.0
27 0.2
28 -1.1
29 -1.5
30 -0.4
31 -0.4
